question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point
342,single,標準管理規約（単棟型）,誤り選択;標準管理規約（単棟型）,標準管理規約（単棟型）における理事会又は役員に関する次の記述のうち、内容が正確でないものはどれか。,,,,,,理事長は、管理組合を代表し、その業務を統括する。,監事は、管理組合の業務の執行及び財産の状況を監査する。,理事会は、総会に提出する議案を審議することがある。,監事は、理事会の議決権を当然に有し、理事と同じ立場で決議に参加する。,4,正解は4。選択肢1（正しい）　理事長は管理組合の代表者である。本肢の記述は正当である。選択肢2（正しい）　監事は業務執行と財産状況を監査する。本肢の記述は正当である。選択肢3（正しい）　理事会は総会提出議案を検討する。本肢の記述は正当である。選択肢4（誤り）　監事は理事ではなく、当然に議決権を有するわけではない。本肢の記述は誤りである。,選択肢4（誤り）　監事は理事ではなく、当然に議決権を有するわけではない。,選択肢4（誤り）　監事は理事ではなく、当然に議決権を有するわけではない。,1:（1）の内容は、正答（4）「監事は、理事会の議決権を当然に有し、理事と同じ立場で決議に参加する。」が示す論点とずれています。;2:（2）の内容は、正答（4）「監事は、理事会の議決権を当然に有し、理事と同じ立場で決議に参加する。」が示す論点とずれています。;3:（3）の内容は、正答（4）「監事は、理事会の議決権を当然に有し、理事と同じ立場で決議に参加する。」が示す論点とずれています。,
343,single,標準管理規約（単棟型）,正解選択;標準管理規約（単棟型）,標準管理規約（単棟型）における管理費等に関する次の記述のうち、内容が正確なものはどれか。,,,,,,修繕積立金は、日常清掃費だけに使うための会計である。,管理費会計と修繕積立金会計は、目的に応じて区分して経理することが重要である。,管理費等は一度定めたら、どれほど不足しても永久に変更できない。,管理費等は、共用部分の管理と無関係であるため、組合員に負担させることはできない。,2,正解は2。選択肢1（誤り）　修繕積立金は計画修繕等に備える資金である。本肢の記述は誤りである。選択肢2（正しい）　管理費と修繕積立金は区分経理が重要である。本肢の記述は正当である。選択肢3（誤り）　必要に応じて改定を検討できる。本肢の記述は誤りである。選択肢4（誤り）　管理費等は共用部分等の管理費用として徴収される。本肢の記述は誤りである。,選択肢2（正しい）　管理費と修繕積立金は区分経理が重要である。,選択肢2（正しい）　管理費と修繕積立金は区分経理が重要である。,1:（1）の内容は、正答（2）「管理費会計と修繕積立金会計は、目的に応じて区分して経理することが重要である。」が示す論点とずれています。;3:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（3）「管理費等は一度定めたら、どれほど不足しても永久に変更できない。」は本問の正答（2）とは異なるため不適です。;4:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（4）「管理費等は、共用部分の管理と無関係であるため、組合員に負担させることはできない。」は本問の正答（2）とは異なるため不適です。,
344,single,標準管理規約（単棟型）,誤り選択;標準管理規約（単棟型）,標準管理規約（単棟型）における専用使用又は専有部分の使用に関する次の記述のうち、内容が正確でないものはどれか。,,,,,,専有部分を貸与する場合、賃借人等に規約及び使用細則を遵守させることが重要である。,専有部分を賃貸すると、区分所有者は管理費等の支払義務を当然に免れる。,バルコニーや専用庭などについて、特定の区分所有者に専用使用権が認められることがある。,専有部分の修繕等が共用部分や他の住戸に影響するおそれがある場合、理事長への申請や承認が求められることがある。,2,正解は2。選択肢1（正しい）　占有者にも規約・細則の遵守が問題となる。本肢の記述は正当である。選択肢2（誤り）　賃貸しても区分所有者の管理費等負担は当然には消えない。本肢の記述は誤りである。選択肢3（正しい）　バルコニー等には専用使用権が認められることがある。本肢の記述は正当である。選択肢4（正しい）　専有部分工事でも管理組合の手続が必要となる場合がある。本肢の記述は正当である。,選択肢2（誤り）　賃貸しても区分所有者の管理費等負担は当然には消えない。,選択肢2（誤り）　賃貸しても区分所有者の管理費等負担は当然には消えない。,1:（1）の内容は、正答（2）「専有部分を賃貸すると、区分所有者は管理費等の支払義務を当然に免れる。」が示す論点とずれています。;3:（3）の内容は、正答（2）「専有部分を賃貸すると、区分所有者は管理費等の支払義務を当然に免れる。」が示す論点とずれています。;4:（4）の内容は、正答（2）「専有部分を賃貸すると、区分所有者は管理費等の支払義務を当然に免れる。」が示す論点とずれています。,
345,single,標準管理規約（団地型）,正解選択;標準管理規約（団地型）,標準管理規約（団地型）に関する次の記述のうち、内容が正確なものはどれか。,,,,,,団地型規約は単棟型規約と完全に同一であり、団地特有の規定は存在しない。,団地型規約では、団地全体の土地や附属施設の管理を考慮する必要がない。,団地内に複数棟があっても、棟別の事情を考慮することは一切できない。,団地型規約では、団地全体の管理と棟別の管理との関係を整理することが重要である。,4,正解は4。選択肢1（誤り）　団地型には団地特有の規定がある。本肢の記述は誤りである。選択肢2（誤り）　団地の土地や附属施設管理が重要である。本肢の記述は誤りである。選択肢3（誤り）　棟別の事情を考慮する場面がある。本肢の記述は誤りである。選択肢4（正しい）　団地全体と棟別管理の整理が重要である。本肢の記述は正当である。,選択肢4（正しい）　団地全体と棟別管理の整理が重要である。,選択肢4（正しい）　団地全体と棟別管理の整理が重要である。,1:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（1）「団地型規約は単棟型規約と完全に同一であり、団地特有の規定は存在しない。」は本問の正答（4）とは異なるため不適です。;2:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（2）「団地型規約では、団地全体の土地や附属施設の管理を考慮する必要がない。」は本問の正答（4）とは異なるため不適です。;3:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（3）「団地内に複数棟があっても、棟別の事情を考慮することは一切できない。」は本問の正答（4）とは異なるため不適です。,
346,single,標準管理規約（複合用途型）,誤り選択;標準管理規約（複合用途型）,標準管理規約（複合用途型）に関する次の記述のうち、内容が正確でないものはどれか。,,,,,,複合用途型では、用途に応じて管理費負担や使用ルールを整理することがある。,複合用途型規約では、住宅部分と店舗部分の区分経理や部会が問題となることがある。,住宅と店舗等が併存するマンションでは、用途ごとの利害調整が問題となることがある。,複合用途型規約は、店舗の営業音や営業時間などとは一切関係しない。,4,正解は4。選択肢1（正しい）　用途に応じた負担やルール整理が必要となる。本肢の記述は正当である。選択肢2（正しい）　用途別の区分経理や部会が検討される。本肢の記述は正当である。選択肢3（正しい）　複合用途型では用途ごとの利害調整が重要である。本肢の記述は正当である。選択肢4（誤り）　店舗の使用態様は共同生活に影響する場合がある。本肢の記述は誤りである。,選択肢4（誤り）　店舗の使用態様は共同生活に影響する場合がある。,選択肢4（誤り）　店舗の使用態様は共同生活に影響する場合がある。,1:（1）の内容は、正答（4）「複合用途型規約は、店舗の営業音や営業時間などとは一切関係しない。」が示す論点とずれています。;2:（2）の内容は、正答（4）「複合用途型規約は、店舗の営業音や営業時間などとは一切関係しない。」が示す論点とずれています。;3:（3）の内容は、正答（4）「複合用途型規約は、店舗の営業音や営業時間などとは一切関係しない。」が示す論点とずれています。,
347,single,民法,正解選択;民法,共有に関する次の記述のうち、民法の定めによれば、内容が正確なものはどれか。,,,,,,共有物の管理事項は、常に全員一致でなければ決められず、持分価格の過半数で決することはない。,共有物の変更には、原則として他の共有者全員の同意が必要である。,共有物の保存行為は、常に共有者全員の同意がなければできない。,共有者は、自分の持分割合に相当する面積以外を一切使用できない。,2,正解は2。選択肢1（誤り）　管理事項は持分価格の過半数で決するのが原則である。本肢の記述は誤りである。選択肢2（正しい）　変更には原則として全員同意が必要である。本肢の記述は正当である。選択肢3（誤り）　保存行為は各共有者が行える。本肢の記述は誤りである。選択肢4（誤り）　共有物全部について持分に応じた使用ができる。本肢の記述は誤りである。,選択肢2（正しい）　変更には原則として全員同意が必要である。,選択肢2（正しい）　変更には原則として全員同意が必要である。,1:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（1）「共有物の管理事項は、常に全員一致でなければ決められず、持分価格の過半数で決することはない。」は本問の正答（2）とは異なるため不適です。;3:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（3）「共有物の保存行為は、常に共有者全員の同意がなければできない。」は本問の正答（2）とは異なるため不適です。;4:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（4）「共有者は、自分の持分割合に相当する面積以外を一切使用できない。」は本問の正答（2）とは異なるため不適です。,
348,single,民法,いくつあるか;民法,契約不適合責任に関する次の記述のうち、民法の定めによれば、正しいものはいくつあるか。ア 目的物が契約の内容に適合しない場合、買主は履行の追完を請求できる場合がある。イ 契約不適合がある場合、代金減額請求、損害賠償請求、解除が問題となることがある。ウ 契約不適合があっても、買主は追完請求も代金減額請求も一切できない。エ 請負の仕事の目的物が契約内容に適合しない場合にも、契約不適合責任が問題となることがある。,,,,,,一つ,二つ,三つ,四つ,3,正解は3（三つ）。ア（正しい）　契約不適合では追完請求が認められる場合がある。イ（正しい）　契約不適合では複数の救済手段がある。ウ（誤り）　契約不適合では追完請求等が認められる場合がある。エ（正しい）　工事請負でも契約不適合が問題となる。したがって、正しいものは三つである。,正解は3（三つ）。ア（正しい）　契約不適合では追完請求が認められる場合がある。イ（正しい）　契約不適合では複数の救済手段がある。ウ（誤り）　契約不適合では追完請求等が認められる場合がある。エ（正しい）　工事請負でも契約不適合が問題となる。したがって、正しいものは三つである。,正解は3（三つ）。ア（正しい）　契約不適合では追完請求が認められる場合がある。イ（正しい）　契約不適合では複数の救済手段がある。ウ（誤り）　契約不適合では追完請求等が認められる場合がある。エ（正しい）　工事請負でも契約不適合が問題となる。したがって、正しいものは三つである。,1:（1）「一つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「三つ」です。問題文の条件（契約不適合責任に関する次の記述のうち、民法の定めによれば、正しいものはいくつあるか。ア 目的物が…）と照らし、設問が問う論点に合う肢を選び直してください。;2:（2）「二つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「三つ」です。問題文の条件（契約不適合責任に関する次の記述のうち、民法の定めによれば、正しいものはいくつあるか。ア 目的物が…）と照らし、設問が問う論点に合う肢を選び直してください。;4:（4）「四つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「三つ」です。問題文の条件（契約不適合責任に関する次の記述のうち、民法の定めによれば、正しいものはいくつあるか。ア 目的物が…）と照らし、設問が問う論点に合う肢を選び直してください。,
349,single,民法,誤り選択;民法,賃貸借に関する次の記述のうち、民法又は借地借家法の定めによれば、内容が正確でないものはどれか。,,,,,,賃借人は、賃貸人の承諾を得なければ、賃借権を譲渡し、又は賃借物を転貸することができない。,建物の賃借権は、建物の引渡しを受けていれば、その後建物について物権を取得した者に対抗できる場合がある。,賃貸人は、賃借人に目的物を使用収益させる義務を一切負わない。,賃貸人は、賃借人に目的物を使用及び収益させる義務を負う。,3,正解は3。選択肢1（正しい）　無断譲渡・転貸は原則として認められない。本肢の記述は正当である。選択肢2（正しい）　建物賃借権の対抗力が問題となる。本肢の記述は正当である。選択肢3（誤り）　賃貸人は使用収益させる義務を負う。本肢の記述は誤りである。選択肢4（正しい）　賃貸借では使用収益させる義務がある。本肢の記述は正当である。,選択肢3（誤り）　賃貸人は使用収益させる義務を負う。,選択肢3（誤り）　賃貸人は使用収益させる義務を負う。,1:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（1）「賃借人は、賃貸人の承諾を得なければ、賃借権を譲渡し、又は賃借物を転貸することができない。」は本問の正答（3）とは異なるため不適です。;2:（2）の内容は、正答（3）「賃貸人は、賃借人に目的物を使用収益させる義務を一切負わない。」が示す論点とずれています。;4:（4）の内容は、正答（3）「賃貸人は、賃借人に目的物を使用収益させる義務を一切負わない。」が示す論点とずれています。,
350,single,民法,誤り選択;民法,不法行為又は工作物責任に関する次の記述のうち、民法の定めによれば、内容が正確でないものはどれか。,,,,,,外壁タイルの剥落事故では、工作物責任が問題となることがある。,故意又は過失によって他人の権利又は法律上保護される利益を侵害した者は、損害賠償責任を負う。,土地の工作物の設置又は保存に瑕疵がある場合、占有者又は所有者の責任が問題となる。,共用部分の管理不備による事故は、損害賠償責任と常に無関係である。,4,正解は4。選択肢1（正しい）　建物外壁の事故では工作物責任が問題となり得る。本肢の記述は正当である。選択肢2（正しい）　不法行為責任の基本である。本肢の記述は正当である。選択肢3（正しい）　土地工作物責任が問題となる。本肢の記述は正当である。選択肢4（誤り）　共用部分の管理不備は責任問題につながる。本肢の記述は誤りである。,選択肢4（誤り）　共用部分の管理不備は責任問題につながる。,選択肢4（誤り）　共用部分の管理不備は責任問題につながる。,1:（1）の内容は、正答（4）「共用部分の管理不備による事故は、損害賠償責任と常に無関係である。」が示す論点とずれています。;2:（2）の内容は、正答（4）「共用部分の管理不備による事故は、損害賠償責任と常に無関係である。」が示す論点とずれています。;3:（3）の内容は、正答（4）「共用部分の管理不備による事故は、損害賠償責任と常に無関係である。」が示す論点とずれています。,
351,single,民法,正解選択;民法;不動産登記法,不動産登記に関する次の記述のうち、民法及び不動産登記法の考え方によれば、内容が正確なものはどれか。,,,,,,不動産を取得した者は、登記がなくても常にすべての第三者に対抗できる。,不動産に関する物権の得喪及び変更は、原則として登記をしなければ第三者に対抗することができない。,区分建物については、専有部分ごとの登記記録を作成することは一切できない。,敷地権の登記がされた場合でも、専有部分と敷地権は常に別々に自由処分できる。,2,正解は2。選択肢1（誤り）　登記がなければ対抗できない第三者がいる。本肢の記述は誤りである。選択肢2（正しい）　不動産物権変動は登記が対抗要件となる。本肢の記述は正当である。選択肢3（誤り）　区分建物では専有部分ごとの登記がある。本肢の記述は誤りである。選択肢4（誤り）　敷地権登記がある場合、分離処分が制限される。本肢の記述は誤りである。,選択肢2（正しい）　不動産物権変動は登記が対抗要件となる。,選択肢2（正しい）　不動産物権変動は登記が対抗要件となる。,1:（1）の内容は、正答（2）「不動産に関する物権の得喪及び変更は、原則として登記をしなければ第三者に対抗することができない。」が示す論点とずれています。;3:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（3）「区分建物については、専有部分ごとの登記記録を作成することは一切できない。」は本問の正答（2）とは異なるため不適です。;4:（4）の内容は、正答（2）「不動産に関する物権の得喪及び変更は、原則として登記をしなければ第三者に対抗することができない。」が示す論点とずれています。,
352,single,マンション管理適正化法,誤り選択;マンション管理適正化法;5問免除,マンション管理士に関する次の記述のうち、マンション管理適正化法の定めによれば、内容が正確でないものはどれか。,,,,,,マンション管理士には、信用失墜行為の禁止が課されている。,マンション管理士は、管理組合の財産を当然に自己名義で自由に処分できる。,マンション管理士には、業務上知り得た秘密を正当な理由なく漏らしてはならない義務がある。,マンション管理士は、専門的知識をもって管理組合等の相談に応じ、助言、指導その他の援助を行う。,2,正解は2。選択肢1（正しい）　マンション管理士には信用保持義務がある。本肢の記述は正当である。選択肢2（誤り）　マンション管理士は助言等を行う資格者であり、財産処分権限を当然には有しない。本肢の記述は誤りである。選択肢3（正しい）　マンション管理士には秘密保持義務がある。本肢の記述は正当である。選択肢4（正しい）　マンション管理士の業務内容である。本肢の記述は正当である。,選択肢2（誤り）　マンション管理士は助言等を行う資格者であり、財産処分権限を当然には有しない。,選択肢2（誤り）　マンション管理士は助言等を行う資格者であり、財産処分権限を当然には有しない。,1:（1）の内容は、正答（2）「マンション管理士は、管理組合の財産を当然に自己名義で自由に処分できる。」が示す論点とずれています。;3:選択肢（3）「マンション管理士には、業務上知り得た秘密を正当な理由なく漏らしてはならない義務がある。;4:（4）の内容は、正答（2）「マンション管理士は、管理組合の財産を当然に自己名義で自由に処分できる。」が示す論点とずれています。,
353,single,マンション管理適正化法,正解選択;マンション管理適正化法;5問免除,マンション管理業者に関する次の記述のうち、マンション管理適正化法の定めによれば、内容が正確なものはどれか。,,,,,,重要事項説明書は、白紙で交付すれば常に足りる。,マンション管理業者は、登録を受けなくても常に自由に管理業を営むことができる。,マンション管理業者は、管理組合の資金を自己の運転資金として自由に流用できる。,マンション管理業者には、管理組合の財産を適切に分別管理するための規制が設けられている。,4,正解は4。選択肢1（誤り）　法定事項を記載して説明する必要がある。本肢の記述は誤りである。選択肢2（誤り）　マンション管理業には登録が必要である。本肢の記述は誤りである。選択肢3（誤り）　管理組合財産は分別管理が必要である。本肢の記述は誤りである。選択肢4（正しい）　分別管理規制がある。本肢の記述は正当である。,選択肢4（正しい）　分別管理規制がある。,選択肢4（正しい）　分別管理規制がある。,1:（1）の内容は、正答（4）「マンション管理業者には、管理組合の財産を適切に分別管理するための規制が設けられている。」が示す論点とずれています。;2:（2）の内容は、正答（4）「マンション管理業者には、管理組合の財産を適切に分別管理するための規制が設けられている。」が示す論点とずれています。;3:（3）の内容は、正答（4）「マンション管理業者には、管理組合の財産を適切に分別管理するための規制が設けられている。」が示す論点とずれています。,
354,single,マンション管理適正化法,誤り選択;マンション管理適正化法;5問免除,管理業務主任者に関する次の記述のうち、マンション管理適正化法の定めによれば、内容が正確でないものはどれか。,,,,,,管理業務主任者は、管理受託契約に関する重要事項説明に関与する資格者である。,マンション管理業者は、事務所ごとに一定数の成年者である専任の管理業務主任者を置く必要がある。,管理業務主任者は、重要事項説明を行う際に管理業務主任者証を提示する必要がある。,管理業務主任者証は、重要事項説明時にも提示する必要が一切ない。,4,正解は4。選択肢1（正しい）　管理業務主任者は重要事項説明に関与する。本肢の記述は正当である。選択肢2（正しい）　事務所ごとの専任主任者設置が必要である。本肢の記述は正当である。選択肢3（正しい）　重要事項説明時の主任者証提示が必要である。本肢の記述は正当である。選択肢4（誤り）　主任者証の提示が必要である。本肢の記述は誤りである。,選択肢4（誤り）　主任者証の提示が必要である。,選択肢4（誤り）　主任者証の提示が必要である。,1:（1）の内容は、正答（4）「管理業務主任者証は、重要事項説明時にも提示する必要が一切ない。」が示す論点とずれています。;2:（2）の内容は、正答（4）「管理業務主任者証は、重要事項説明時にも提示する必要が一切ない。」が示す論点とずれています。;3:（3）の内容は、正答（4）「管理業務主任者証は、重要事項説明時にも提示する必要が一切ない。」が示す論点とずれています。,
355,single,マンション管理適正化法,正解選択;マンション管理適正化法;5問免除,管理計画認定制度に関する次の記述のうち、マンション管理適正化法の考え方によれば、内容が正確なものはどれか。,,,,,,管理計画認定を受ければ、以後長期修繕計画を一切見直す必要がなくなる。,長期修繕計画や修繕積立金の状況は、管理計画認定で重要な確認事項となる。,管理計画認定では、修繕積立金や長期修繕計画は一切確認されない。,管理計画認定は、各住戸の壁紙の色だけを認定する制度である。,2,正解は2。選択肢1（誤り）　認定後も継続的な管理・見直しが必要である。本肢の記述は誤りである。選択肢2（正しい）　修繕計画・積立金は認定基準で重要である。本肢の記述は正当である。選択肢3（誤り）　修繕積立金や長期修繕計画は重要な確認事項である。本肢の記述は誤りである。選択肢4（誤り）　管理組合の管理計画を認定する制度である。本肢の記述は誤りである。,選択肢2（正しい）　修繕計画・積立金は認定基準で重要である。,選択肢2（正しい）　修繕計画・積立金は認定基準で重要である。,1:（1）の内容は、正答（2）「長期修繕計画や修繕積立金の状況は、管理計画認定で重要な確認事項となる。」が示す論点とずれています。;3:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（3）「管理計画認定では、修繕積立金や長期修繕計画は一切確認されない。」は本問の正答（2）とは異なるため不適です。;4:（4）の内容は、正答（2）「長期修繕計画や修繕積立金の状況は、管理計画認定で重要な確認事項となる。」が示す論点とずれています。,
356,single,標準管理委託契約書,誤り選択;標準管理委託契約書,マンション標準管理委託契約書に関する次の記述のうち、内容が正確でないものはどれか。,,,,,,契約更新時には、業務内容、委託費、業務実績、重要事項説明を確認することが重要である。,管理業者に委託した場合、理事会は管理組合運営に一切関与できなくなる。,管理委託契約では、管理事務の内容、委託業務費、契約期間などを明確に定めることが重要である。,管理業者が一部業務を専門業者に委託する場合でも、責任や報告体制を明確にしておくことが重要である。,2,正解は2。選択肢1（正しい）　更新時には条件確認が重要である。本肢の記述は正当である。選択肢2（誤り）　委託後も理事会の役割は残る。本肢の記述は誤りである。選択肢3（正しい）　契約内容の明確化が重要である。本肢の記述は正当である。選択肢4（正しい）　再委託時も責任と報告体制が重要である。本肢の記述は正当である。,選択肢2（誤り）　委託後も理事会の役割は残る。,選択肢2（誤り）　委託後も理事会の役割は残る。,1:（1）の内容は、正答（2）「管理業者に委託した場合、理事会は管理組合運営に一切関与できなくなる。」が示す論点とずれています。;3:（3）の内容は、正答（2）「管理業者に委託した場合、理事会は管理組合運営に一切関与できなくなる。」が示す論点とずれています。;4:（4）の内容は、正答（2）「管理業者に委託した場合、理事会は管理組合運営に一切関与できなくなる。」が示す論点とずれています。,
357,single,会計,正解選択;会計,管理組合の会計に関する次の記述のうち、一般的な会計処理の考え方によれば、内容が正確なものはどれか。,,,,,,預金残高が合っていれば、収支計算書や貸借対照表を作成する必要は一切ない。,管理組合の資金は、役員個人の生活費と自由に混同してよい。,予備費は、理事長の個人的な旅行費用に自由に使うための費目である。,未収管理費が発生した場合には、未収金として把握し、滞納状況を管理することが重要である。,4,正解は4。選択肢1（誤り）　収支状況や財産状態を明らかにする資料が必要である。本肢の記述は誤りである。選択肢2（誤り）　組合資金と個人資金を混同してはならない。本肢の記述は誤りである。選択肢3（誤り）　予備費は私的支出に使う費目ではない。本肢の記述は誤りである。選択肢4（正しい）　未収金管理は重要である。本肢の記述は正当である。,選択肢4（正しい）　未収金管理は重要である。,選択肢4（正しい）　未収金管理は重要である。,1:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（1）「預金残高が合っていれば、収支計算書や貸借対照表を作成する必要は一切ない。」は本問の正答（4）とは異なるため不適です。;2:（2）の内容は、正答（4）「未収管理費が発生した場合には、未収金として把握し、滞納状況を管理することが重要である。」が示す論点とずれています。;3:（3）の内容は、正答（4）「未収管理費が発生した場合には、未収金として把握し、滞納状況を管理することが重要である。」が示す論点とずれています。,
358,single,税務,誤り選択;税務;会計,管理組合の税務に関する次の記述のうち、一般的な税務の考え方によれば、内容が正確でないものはどれか。,,,,,,管理組合が外部に駐車場を貸し付けるなど対価性のある取引を行う場合、消費税の課税関係が問題となることがある。,組合員から徴収する管理費や修繕積立金と外部収入は、性質を区別して検討することが重要である。,携帯電話基地局設置料など外部からの収入については、収益事業に該当するか等により法人税等の課税関係が問題となることがある。,管理組合には、消費税の課税関係が絶対に発生しない。,4,正解は4。選択肢1（正しい）　外部取引では消費税が問題となる場合がある。本肢の記述は正当である。選択肢2（正しい）　内部負担金と外部収入を区別することが重要である。本肢の記述は正当である。選択肢3（正しい）　外部収入は収益事業該当性が問題となる。本肢の記述は正当である。選択肢4（誤り）　取引内容によって消費税が問題となる。本肢の記述は誤りである。,選択肢4（誤り）　取引内容によって消費税が問題となる。,選択肢4（誤り）　取引内容によって消費税が問題となる。,1:（1）の内容は、正答（4）「管理組合には、消費税の課税関係が絶対に発生しない。」が示す論点とずれています。;2:（2）の内容は、正答（4）「管理組合には、消費税の課税関係が絶対に発生しない。」が示す論点とずれています。;3:（3）の内容は、正答（4）「管理組合には、消費税の課税関係が絶対に発生しない。」が示す論点とずれています。,
359,single,建築基準法,組合せ;建築基準法,建築基準法に関する次の記述のうち、正しいものの組合せはどれか。ア 防火地域や準防火地域では、建築物の構造や防火措置について制限が設けられることがある。イ 建蔽率は、建築物の高さを敷地面積で割った割合である。ウ 建築基準法は、建築物の敷地、構造、設備及び用途に関する最低の基準を定める。エ 建築基準法は、最高級の内装デザインだけを定める法律である。,,,,,,アとイ,アとウ,イとエ,ウとエ,2,正解は2（アとウ）。ア（正しい）　防火地域等では防火上の制限がある。イ（誤り）　建蔽率は建築面積の敷地面積に対する割合である。ウ（正しい）　建築基準法は最低基準を定める法律である。エ（誤り）　建築基準法は敷地・構造・設備・用途等の最低基準を定める。したがって、正しいものの組合せはアとウである。,正解は2（アとウ）。ア（正しい）　防火地域等では防火上の制限がある。イ（誤り）　建蔽率は建築面積の敷地面積に対する割合である。ウ（正しい）　建築基準法は最低基準を定める法律である。エ（誤り）　建築基準法は敷地・構造・設備・用途等の最低基準を定める。したがって、正しいものの組合せはアとウである。,正解は2（アとウ）。ア（正しい）　防火地域等では防火上の制限がある。イ（誤り）　建蔽率は建築面積の敷地面積に対する割合である。ウ（正しい）　建築基準法は最低基準を定める法律である。エ（誤り）　建築基準法は敷地・構造・設備・用途等の最低基準を定める。したがって、正しいものの組合せはアとウである。,1:（1）「アとイ」は正答（2）「アとウ」と異なる組合せです。 ア：正しい　防火地域等では防火上の制限がある。 イ：誤り　建蔽率は建築面積の敷地面積に対する割合である。;3:（3）「イとエ」は正答（2）「アとウ」と異なる組合せです。 イ：誤り　建蔽率は建築面積の敷地面積に対する割合である。 エ：誤り　建築基準法は敷地・構造・設備・用途等の最低基準を定める。;4:（4）「ウとエ」は正答（2）「アとウ」と異なる組合せです。 ウ：正しい　建築基準法は最低基準を定める法律である。 エ：誤り　建築基準法は敷地・構造・設備・用途等の最低基準を定める。,
360,single,都市計画法,誤り選択;都市計画法;建築基準法,都市計画法又は建築基準法に関する次の記述のうち、内容が正確でないものはどれか。,,,,,,市街化区域は、すでに市街地を形成している区域及びおおむね10年以内に優先的かつ計画的に市街化を図るべき区域である。,市街化調整区域は、市街化を積極的に促進する区域である。,市街化調整区域は、市街化を抑制すべき区域である。,用途地域ごとに、建築できる建築物の用途や建蔽率、容積率等の制限が異なる。,2,正解は2。選択肢1（正しい）　市街化区域の定義である。本肢の記述は正当である。選択肢2（誤り）　市街化調整区域は市街化を抑制すべき区域である。本肢の記述は誤りである。選択肢3（正しい）　市街化調整区域は市街化抑制区域である。本肢の記述は正当である。選択肢4（正しい）　用途地域に応じて建築制限が異なる。本肢の記述は正当である。,選択肢2（誤り）　市街化調整区域は市街化を抑制すべき区域である。,選択肢2（誤り）　市街化調整区域は市街化を抑制すべき区域である。,1:（1）の内容は、正答（2）「市街化調整区域は、市街化を積極的に促進する区域である。」が示す論点とずれています。;3:（3）の内容は、正答（2）「市街化調整区域は、市街化を積極的に促進する区域である。」が示す論点とずれています。;4:（4）の内容は、正答（2）「市街化調整区域は、市街化を積極的に促進する区域である。」が示す論点とずれています。,
361,single,マンション建替え等円滑化法,正解選択;マンション建替え等円滑化法,マンション建替え等円滑化法に関する次の記述のうち、内容が正確なものはどれか。,,,,,,建替え事業では、区分所有者等の権利調整は一切不要である。,マンション建替組合は、建替え事業とは無関係の任意サークルである。,マンション建替え等円滑化法は、戸建住宅の庭木だけを売却する制度である。,建替え事業では、権利変換計画など区分所有者等の権利調整に関する手続が問題となる。,4,正解は4。選択肢1（誤り）　権利調整手続が重要である。本肢の記述は誤りである。選択肢2（誤り）　建替組合は建替事業の実施主体である。本肢の記述は誤りである。選択肢3（誤り）　マンションの建替え等を円滑に進めるための法律である。本肢の記述は誤りである。選択肢4（正しい）　権利変換計画が重要である。本肢の記述は正当である。,選択肢4（正しい）　権利変換計画が重要である。,選択肢4（正しい）　権利変換計画が重要である。,1:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（1）「建替え事業では、区分所有者等の権利調整は一切不要である。」は本問の正答（4）とは異なるため不適です。;2:（2）の内容は、正答（4）「建替え事業では、権利変換計画など区分所有者等の権利調整に関する手続が問題となる。」が示す論点とずれています。;3:根拠の記述が異なります。解説では「え等を円滑に進めるための法」が根拠ですが、（3）は「マンション建替え等円滑化法」を根拠とする内容です。,
